time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-09-23T11:06:12.690Z,44.6451667,-110.731,8.28,1.41,ml,24,43,0.0743,0.17,uu,uu60459237,2021-09-23T13:17:54.970Z,"29 km E of West Yellowstone, Montana",earthquake,0.41,0.8,0.397,6,reviewed,uu,uu
2021-09-23T11:04:20.277Z,63.3821,-149.3998,74.2,1.7,ml,,,,1.08,ak,ak021c83izfq,2021-09-23T11:08:13.742Z,"22 km W of Cantwell, Alaska",earthquake,,1,,,automatic,ak,ak
2021-09-23T11:01:54.926Z,-21.6083,-68.483,101.3,4.5,mwr,,47,1.092,0.94,us,us7000fdri,2021-09-23T12:10:40.040Z,"104 km NNE of Calama, Chile",earthquake,5.9,5.7,,,reviewed,us,guc
2021-09-23T10:24:23.909Z,60.5798,-142.738,20.4,1.4,ml,,,,0.37,ak,ak021c831tlc,2021-09-23T17:24:24.912Z,"95 km S of McCarthy, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2021-09-23T10:12:34.840Z,38.107666,-118.9400024,13.59,2.29,md,29,92,,0.06,nc,nc73628411,2021-09-24T02:40:05.530Z,"13km SSE of Bodie, CA",earthquake,0.22,1.76,0.21,21,automatic,nc,nc
2021-09-23T10:11:54.210Z,38.1053352,-118.944664,2.56,1.83,md,9,116,0.376,0.04,nc,nc73628406,2021-09-23T10:15:33.078Z,"13km SSE of Bodie, CA",earthquake,0.43,8.94,0.15,7,automatic,nc,nc
2021-09-23T10:10:10.159Z,38.1027,-118.9556,2,1,ml,12,120.15,0.384,0.2486,nn,nn00823169,2021-09-23T10:14:37.060Z,"17 km ENE of Mono City, California",earthquake,,15.3,0.4,6,automatic,nn,nn
2021-09-23T10:08:21.550Z,19.1561660766602,-155.462326049805,33.060001373291,2.15,ml,45,98,,0.140000001,hv,hv72721247,2021-09-23T10:13:50.730Z,"5 km SSE of Pāhala, Hawaii",earthquake,0.63,0.819999993,4.07,12,automatic,hv,hv
2021-09-23T10:07:58.820Z,19.1425,-155.4745,34.55,1.55,md,20,249,,0.11,hv,hv72721242,2021-09-23T20:59:03.810Z,"6 km S of Pāhala, Hawaii",earthquake,0.63,0.91,0.0536804289024688,12,reviewed,hv,hv
2021-09-23T10:02:12.160Z,19.1871662139893,-155.457504272461,35.2000007629395,2.18000007,md,47,116,,0.140000001,hv,hv72721237,2021-09-23T10:05:17.630Z,"2 km SE of Pāhala, Hawaii",earthquake,0.46,0.779999971,1.86000001,18,automatic,hv,hv
2021-09-23T09:43:37.150Z,40.2603333,-121.3293333,8.93,1.87,md,12,138,0.1413,0.07,nc,nc73628396,2021-09-23T17:36:40.810Z,"10km WSW of Chester, CA",earthquake,0.38,1.51,0.074,12,reviewed,nc,nc
2021-09-23T09:08:07.564Z,38.1506,-118.9477,4.1,1,ml,10,214.23,0.362,0.1285,nn,nn00823167,2021-09-23T09:11:26.484Z,"21 km NE of Mono City, California",earthquake,,2.6,0.32,2,automatic,nn,nn
2021-09-23T09:00:34.425Z,61.4666,-151.8638,88.5,1.4,ml,,,,0.63,ak,ak021c82bah0,2021-09-23T09:07:51.398Z,"55 km NW of Beluga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-09-23T08:52:50.270Z,47.7651666666667,-122.569166666667,24.07,1,ml,17,93,0.1423,0.2,uw,uw61783556,2021-09-23T20:32:18.750Z,"3 km WNW of Indianola, Washington",earthquake,0.43,0.99,0.135330083386643,6,reviewed,uw,uw
2021-09-23T08:42:45.792Z,64.4348,-146.8147,0.9,1.1,ml,,,,0.64,ak,ak021c81yvtb,2021-09-23T08:46:48.887Z,"10 km SSE of Salcha, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-09-23T08:42:34.710Z,18.9573,-65.2363,74,3.73,md,13,312,0.9164,0.29,pr,pr2021266010,2021-09-23T10:01:43.040Z,"72 km N of Culebra, Puerto Rico",earthquake,4.03,5.9,0.14,12,reviewed,pr,pr
2021-09-23T08:36:12.680Z,-22.2304,-179.1546,546.52,4.6,mb,,75,5.177,0.74,us,us7000fdr4,2021-09-23T08:56:01.040Z,"south of the Fiji Islands",earthquake,7.8,7,0.062,78,reviewed,us,us
2021-09-23T08:30:12.690Z,19.1876659393311,-155.479827880859,37.6300010681152,2.29,ml,49,141,,0.109999999,hv,hv72721132,2021-09-23T09:02:28.040Z,"1 km S of Pāhala, Hawaii",earthquake,0.43,0.709999979,3.46,17,automatic,hv,hv
2021-09-23T08:23:17.060Z,38.7446671,-122.7141647,1.81,1.82,md,26,170,0.01886,0.05,nc,nc73628351,2021-09-23T08:24:52.647Z,"4km SSW of Anderson Springs, CA",earthquake,0.35,0.31,0.05,9,automatic,nc,nc
2021-09-23T08:23:12.110Z,17.9968,-66.9635,12,2.47,md,8,188,0.0852,0.08,pr,pr2021266009,2021-09-23T08:49:38.358Z,"5 km WNW of Fuig, Puerto Rico",earthquake,0.68,0.4,0.1,5,reviewed,pr,pr
2021-09-23T08:22:13.400Z,17.9951,-66.9618,13,2.29,md,7,175,0.0863,0.09,pr,pr2021266008,2021-09-23T08:49:25.210Z,"4 km W of Fuig, Puerto Rico",earthquake,0.7,0.41,0.07,4,reviewed,pr,pr
2021-09-23T08:19:31.437Z,31.59032889,-103.9980311,7.93112793,2.3,ml,21,71,0.07327208094,0.2,tx,tx2021squv,2021-09-23T18:07:35.694Z,"36 km NNW of Toyah, Texas",earthquake,0.9009720343,1.003979726,0.2,6,reviewed,tx,tx
2021-09-23T08:11:45.530Z,35.8093333,-117.6341667,8.1,1.17,ml,31,48,0.03047,0.14,ci,ci39817071,2021-09-23T14:42:23.309Z,"21km WNW of Searles Valley, CA",earthquake,0.17,0.38,0.148,14,reviewed,ci,ci
2021-09-23T08:09:51.890Z,34.7221667,-116.301,4.05,1.3,ml,13,80,0.1106,0.1,ci,ci39817063,2021-09-23T12:34:01.585Z,"13km W of Ludlow, CA",earthquake,0.2,0.89,0.181,17,reviewed,ci,ci
2021-09-23T08:07:32.470Z,17.9516,-66.932,13,2.13,md,6,245,0.1136,0.09,pr,pr2021266007,2021-09-23T08:43:42.414Z,"3 km SW of Guánica, Puerto Rico",earthquake,0.85,0.47,0.03,4,reviewed,pr,pr
2021-09-23T07:52:06.555Z,31.59306805,-104.0034225,8.805200195,4.3,ml,28,54,0.07254039037,0.2,tx,tx2021sqtx,2021-09-24T07:54:34.085Z,"36 km NNW of Toyah, Texas",earthquake,0.8919204878,0.903369239,0.2,14,reviewed,tx,tx
2021-09-23T07:46:18.190Z,40.2770004,-124.4749985,19.48,2.58,md,11,282,0.1526,0.08,nc,nc73628341,2021-09-23T07:47:52.241Z,"17km WSW of Petrolia, CA",earthquake,2.98,0.48,0.08,6,automatic,nc,nc
2021-09-23T07:05:36.116Z,61.2958,-150.0621,19.9,2.2,ml,,,,0.68,ak,ak021c815hzg,2021-09-23T22:31:10.331Z,"8 km SSW of Point MacKenzie, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-09-23T06:51:33.844Z,-36.3688,178.3401,265.49,4.1,mb,,224,1.191,0.29,us,us7000fdqr,2021-09-23T07:19:05.040Z,"204 km NNE of Opotiki, New Zealand",earthquake,15.7,10.7,0.185,9,reviewed,us,us
2021-09-23T06:46:22.960Z,37.5066681,-122.0830002,13.91,2.02,md,32,41,0.1266,0.07,nc,nc73628331,2021-09-23T14:36:43.759Z,"5km SW of Newark, CA",earthquake,0.26,0.75,0.09,29,automatic,nc,nc
2021-09-23T06:38:29.390Z,19.0746,-65.2213,56,3.67,md,22,285,0.7695,0.36,pr,pr2021266006,2021-09-23T07:28:50.040Z,"85 km N of Culebra, Puerto Rico",earthquake,2.54,6.01,0.13,12,reviewed,pr,pr
2021-09-23T06:23:24.212Z,31.61472738,-104.1078925,7.057055663999999,1.9,ml,10,72,0.0834664006,0.1,tx,tx2021sqqx,2021-09-23T18:31:52.424Z,"44 km NW of Toyah, Texas",earthquake,0.9317457133,0.9744107569,0.2,6,reviewed,tx,tx
2021-09-23T06:14:53.490Z,19.1431674957275,-155.45100402832,30.5599994659424,1.97000003,md,42,168,,0.159999996,hv,hv72721007,2021-09-23T06:18:15.550Z,"7 km SSE of Pāhala, Hawaii",earthquake,0.69,0.959999979,0.980000019,12,automatic,hv,hv
2021-09-23T06:02:37.961Z,39.4144,-119.9359,7.5,1,ml,27,47.59,0.099,0.1154,nn,nn00823161,2021-09-24T02:39:56.222Z,"7 km ENE of Floriston, California",earthquake,,0.8,0.21,12,reviewed,nn,nn
2021-09-23T05:54:53.789Z,61.4345,-151.6878,72.4,1.4,ml,,,,0.79,ak,ak021c809657,2021-09-23T06:01:01.015Z,"46 km NW of Beluga, Alaska",earthquake,,1.3,,,automatic,ak,ak
2021-09-23T05:46:11.380Z,36.4233333,-117.9066667,1.42,1.39,ml,14,116,0.1409,0.21,ci,ci39817039,2021-09-23T12:34:53.928Z,"18km NNE of Olancha, CA",earthquake,0.44,1.18,0.238,7,reviewed,ci,ci
2021-09-23T05:38:16.346Z,38.108,-118.212,0,1.6,ml,20,146.3,0.136,0.319,nn,nn00823156,2021-09-23T05:41:35.906Z,"32 km SSW of Mina, Nevada",earthquake,,4.6,0.38,9,automatic,nn,nn
2021-09-23T05:36:39.602Z,31.65372801,-104.415706,7.494091797,1.7,ml,13,72,0.0740394885,0.3,tx,tx2021sqpk,2021-09-23T19:58:58.971Z,"57 km S of Whites City, New Mexico",earthquake,1.933769379,2.112260223,0.1,7,reviewed,tx,tx
2021-09-23T05:31:06.780Z,39.4146,-119.935,8.3,1,ml,24,47.26,0.099,0.1329,nn,nn00823155,2021-09-24T02:39:39.292Z,"7 km ENE of Floriston, California",earthquake,,1,0.19,7,reviewed,nn,nn
2021-09-23T05:29:26.952Z,31.6509361,-104.5491533,7.494091797,1.8,ml,15,149,0.04488738557,0.3,tx,tx2021sqpe,2021-09-23T20:09:17.003Z,"60 km SSW of Whites City, New Mexico",earthquake,2.212535235,1.228421064,0.1,7,reviewed,tx,tx
2021-09-23T04:52:14.050Z,19.170166015625,-155.468673706055,34.8899993896484,1.87,md,40,159,,0.119999997,hv,hv72720947,2021-09-23T04:55:23.940Z,"3 km SSE of Pāhala, Hawaii",earthquake,0.52,0.730000019,0.930000007,8,automatic,hv,hv
2021-09-23T04:50:23.039Z,38.2482,-118.7353,7.2,1.8,ml,31,57.28,0.181,0.1862,nn,nn00823152,2021-09-24T02:39:32.396Z,"32 km SSW of Hawthorne, Nevada",earthquake,,1.5,0.52,16,reviewed,nn,nn
2021-09-23T04:47:45.700Z,34.9876667,-116.9563333,3.91,2.17,ml,31,104,0.1169,0.13,ci,ci39816967,2021-09-23T14:14:48.100Z,"12km NNE of Barstow, CA",earthquake,0.15,0.64,0.146,77,reviewed,ci,ci
2021-09-23T04:47:29.693Z,59.9148,-153.3764,120.7,2.3,ml,,,,0.85,ak,ak021c7zm6ph,2021-09-23T04:52:53.816Z,"43 km ENE of Pedro Bay, Alaska",earthquake,,1,,,automatic,ak,ak
2021-09-23T04:43:46.190Z,38.5406667,-119.498,7.28,0.97,md,13,86,0.03387,0.07,nc,nc73628306,2021-09-23T07:38:44.516Z,"30km SSW of Smith Valley, NV",earthquake,0.26,0.4,0.191,10,reviewed,nc,nc
2021-09-23T04:42:38.859Z,35.108,-95.3845,5.23,1.15,ml,37,136,0.1169770451,0.3,ok,ok2021sqnq,2021-09-24T15:18:19.627Z,"2 km SW of Quinton, Oklahoma",earthquake,,0.9,0.23,8,reviewed,ok,ok
2021-09-23T04:34:09.900Z,38.5388333,-119.5083333,4.02,1.41,md,14,67,0.03332,0.07,nc,nc73628301,2021-09-23T10:50:34.969Z,"30km ESE of Markleeville, CA",earthquake,0.44,0.34,0.5,17,reviewed,nc,nc
2021-09-23T04:29:45.340Z,39.4151,-119.9378,7.8,1,ml,24,47.93,0.097,0.1304,nn,nn00823141,2021-09-24T02:39:22.918Z,"7 km ENE of Floriston, California",earthquake,,1.1,0.17,8,reviewed,nn,nn
2021-09-23T04:26:57.330Z,19.1613330841064,-155.493667602539,36.9300003051758,1.97000003,md,36,152,,0.119999997,hv,hv72720922,2021-09-23T04:30:16.540Z,"4 km SSW of Pāhala, Hawaii",earthquake,0.61,0.920000017,1.97000003,4,automatic,hv,hv
2021-09-23T04:26:24.572Z,31.64815398,-104.5523529,8.111083984,1.8,ml,13,150,0.04851650341,0.3,tx,tx2021sqnc,2021-09-23T18:25:47.664Z,"60 km SSW of Whites City, New Mexico",earthquake,2.620841091,1.341211652,0.1,8,reviewed,tx,tx
2021-09-23T04:07:45.421Z,28.1118,139.7827,406.7,4.1,mb,,72,2.359,0.59,us,us7000fdq8,2021-09-24T00:49:53.040Z,"Bonin Islands, Japan region",earthquake,11.3,8.6,0.076,47,reviewed,us,us
2021-09-23T04:03:53.221Z,31.61609926,-104.1095145,6.954223633,2.1,ml,12,69,0.08356492832,0.2,tx,tx2021sqmj,2021-09-23T18:38:55.711Z,"44 km NW of Toyah, Texas",earthquake,1.28903205,1.15937987,0.1,7,reviewed,tx,tx
2021-09-23T03:52:40.738Z,3.5871,122.6257,537.78,4.5,mb,,54,3.072,0.85,us,us7000fdq3,2021-09-23T23:42:24.504Z,"281 km SSE of Tabiauan, Philippines",earthquake,11.3,7.4,0.071,58,reviewed,us,us
2021-09-23T03:45:56.330Z,19.1749992370605,-155.422668457031,31.0200004577637,2,md,34,171,,0.0900000036,hv,hv72720882,2021-09-23T03:49:08.070Z,"6 km ESE of Pāhala, Hawaii",earthquake,0.54,0.939999998,0.910000026,6,automatic,hv,hv
2021-09-23T03:35:17.230Z,38.5151667,-119.4661667,3.61,1.78,md,18,66,0.02448,0.08,nc,nc73628286,2021-09-23T10:23:31.876Z,"32km SSW of Smith Valley, NV",earthquake,0.2,0.23,0.193,20,reviewed,nc,nc
2021-09-23T03:33:49.150Z,38.5328333,-119.4083333,3.2,2.1,md,16,106,0.03689,0.05,nc,nc73628281,2021-09-23T07:33:14.560Z,"28km SSW of Smith Valley, NV",earthquake,0.21,0.38,0.247,27,reviewed,nc,nc
2021-09-23T03:26:33.853Z,61.5867,-150.4853,50.2,1.6,ml,,,,0.6,ak,ak021c7yw9e1,2021-09-23T03:39:26.079Z,"5 km NNE of Susitna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-09-23T03:26:29.600Z,33.6901667,-116.7983333,15.2,0.96,ml,36,34,0.07323,0.17,ci,ci39816911,2021-09-23T12:36:37.340Z,"9km SW of Idyllwild, CA",earthquake,0.24,0.48,0.247,25,reviewed,ci,ci
2021-09-23T03:23:08.413Z,38.1514,-117.9672,10.5,1.2,ml,16,82.55,0.014,0.1132,nn,nn00823130,2021-09-23T03:26:22.599Z,"29 km SSE of Mina, Nevada",earthquake,,0.4,0.2,9,automatic,nn,nn
2021-09-23T03:17:57.585Z,48.9613,26.0066,13.48,4.6,mb,,48,1.424,0.94,us,us7000fdpw,2021-09-23T23:33:01.040Z,"11 km ESE of Zavodske, Ukraine",earthquake,4.2,4.5,0.116,23,reviewed,us,us
2021-09-23T03:17:30.406Z,38.1462,-117.9633,12.5,1.3,ml,15,116.62,0.008,0.1176,nn,nn00823128,2021-09-23T03:20:42.727Z,"29 km SSE of Mina, Nevada",earthquake,,0.5,0.21,9,automatic,nn,nn
2021-09-23T03:05:56.602Z,31.69389478,-104.3126943,6.157275391,2.5,ml,18,51,0.1623096176,0.3,tx,tx2021sqkl,2021-09-23T23:15:20.040Z,"53 km S of Whites City, New Mexico",earthquake,1.278611122,1.918039552,0.1,8,reviewed,tx,tx
2021-09-23T03:04:49.907Z,62.0847,-145.1729,53.4,1.6,ml,,,,0.68,ak,ak021c7yrkvy,2021-09-23T03:08:22.596Z,"11 km NE of Silver Springs, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-09-23T03:01:13.520Z,19.1348,-65.1531,51,3.66,md,15,305,0.8374,0.26,pr,pr2021266004,2021-09-23T03:55:26.729Z,"90 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.51,6.66,0.04,5,reviewed,pr,pr
2021-09-23T02:56:38.300Z,38.5426667,-119.4951667,7.19,1.43,md,14,69,0.03587,0.09,nc,nc73628271,2021-09-23T07:29:13.462Z,"30km SSW of Smith Valley, NV",earthquake,0.27,0.43,0.318,15,reviewed,nc,nc
2021-09-23T02:55:05.750Z,19.008,-65.2466,65,3.53,md,10,297,0.7014,0.51,pr,pr2021266003,2021-09-23T03:12:16.849Z,"Puerto Rico region",earthquake,5.64,9.82,0.06,8,reviewed,pr,pr
2021-09-23T02:43:47.840Z,31.65926417,-104.4125274,6.157275391,1.6,ml,12,74,0.07581228941,0.3,tx,tx2021sqjs,2021-09-24T18:37:40.054Z,"57 km S of Whites City, New Mexico",earthquake,1.8111808629999997,1.8204998050000003,0.1,7,reviewed,tx,tx
2021-09-23T02:10:49.970Z,38.5455,-119.4968333,7.13,1.44,md,16,101,0.03868,0.07,nc,nc73628266,2021-09-23T07:27:13.177Z,"30km SSW of Smith Valley, NV",earthquake,0.22,0.39,0.284,14,reviewed,nc,nc
2021-09-23T02:03:50.268Z,-24.3776,-179.0102,395.17,4.5,mb,,141,7.146,0.99,us,us7000fdpe,2021-09-23T23:00:45.040Z,"south of the Fiji Islands",earthquake,13.6,7.3,0.104,27,reviewed,us,us
2021-09-23T02:02:57.890Z,51.6031666666667,-178.501833333333,16.21,1.87,ml,11,189,,0.14,av,av91380676,2021-09-23T16:41:19.240Z,"132 km WSW of Adak, Alaska",earthquake,0.7,3.09,0.230550894688287,11,reviewed,av,av
2021-09-23T01:59:48.230Z,38.5418333,-119.4941667,7.33,1.57,md,14,100,0.03507,0.09,nc,nc73628261,2021-09-23T10:18:02.227Z,"30km SSW of Smith Valley, NV",earthquake,0.26,0.43,0.366,16,reviewed,nc,nc
2021-09-23T01:58:00.950Z,38.5403333,-119.4925,7.29,1.43,md,12,100,0.03368,0.08,nc,nc73628256,2021-09-23T10:14:30.856Z,"30km SSW of Smith Valley, NV",earthquake,0.32,0.44,0.546,15,reviewed,nc,nc
2021-09-23T01:55:52.340Z,38.5433333,-119.4898333,6.89,1.2,md,10,121,0.0369,0.07,nc,nc73628251,2021-09-23T10:04:30.063Z,"30km SSW of Smith Valley, NV",earthquake,0.4,0.47,0.102,8,reviewed,nc,nc
2021-09-23T01:53:41.890Z,38.5433333,-119.5006667,7.32,3.61,ml,29,69,0.03303,0.09,nc,nc73628241,2021-09-24T02:41:37.400Z,"30km SSW of Smith Valley, NV",earthquake,0.2,0.25,0.194,102,reviewed,nc,nc
2021-09-23T01:34:50.960Z,38.5248333,-119.5223333,3.42,1.43,md,12,66,0.02706,0.08,nc,nc73628236,2021-09-23T09:59:59.612Z,"30km SE of Markleeville, CA",earthquake,0.31,0.41,0.355,17,reviewed,nc,nc
2021-09-23T01:26:34.530Z,19.6418,-64.5163,47,3.74,md,10,329,1.5386,0.41,pr,pr2021266002,2021-09-23T04:50:59.040Z,"147 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,5.32,26.16,0.01,3,reviewed,pr,pr
2021-09-23T01:19:42.512Z,38.1417,-118.9479,1.8,1.5,ml,17,112.36,0.365,0.2792,nn,nn00823104,2021-09-23T01:23:03.217Z,"20 km ENE of Mono City, California",earthquake,,16.8,0.23,9,automatic,nn,nn
2021-09-23T01:08:10.630Z,19.2271,-65.1161,29,3.29,md,8,309,0.9345,0.4,pr,pr2021266001,2021-09-23T01:55:48.260Z,"99 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.3,28.8,0.08,6,reviewed,pr,pr
2021-09-23T00:57:18.000Z,44.646,-110.7405,5.05,1.01,ml,14,80,0.08011,0.17,uu,uu60459177,2021-09-23T15:01:44.630Z,"28 km E of West Yellowstone, Montana",earthquake,0.46,2.17,0.512,4,reviewed,uu,uu
2021-09-23T00:53:04.670Z,44.639,-110.7328333,7.11,1.83,ml,18,50,0.07234,0.17,uu,uu60459172,2021-09-23T13:34:21.130Z,"29 km E of West Yellowstone, Montana",earthquake,0.35,0.88,0.394,6,reviewed,uu,uu
2021-09-23T00:49:50.970Z,38.1429,-118.9423,0,1,ml,9,215.54,0.36,0.1617,nn,nn00823103,2021-09-23T00:53:51.411Z,"21 km ENE of Mono City, California",earthquake,,102.9,0.41,5,automatic,nn,nn
2021-09-23T00:39:25.039Z,12.1947,-87.7871,29.45,4.5,mb,,151,0.899,0.84,us,us7000fdnw,2021-09-23T01:03:39.040Z,"71 km SSW of Jiquilillo, Nicaragua",earthquake,4.6,6.7,0.06,80,reviewed,us,us
2021-09-23T00:39:10.610Z,38.5645,-119.4213333,0.78,2.91,md,21,83,0.06155,0.09,nc,nc73628226,2021-09-24T02:38:53.417Z,"25km SSW of Smith Valley, NV",earthquake,0.26,1.46,0.19,70,reviewed,nc,nc
2021-09-23T00:38:28.010Z,38.5646667,-119.4211667,0.83,1.76,md,14,83,0.06174,0.07,nc,nc73628216,2021-09-23T09:49:28.173Z,"25km SSW of Smith Valley, NV",earthquake,0.47,1.81,0.242,15,reviewed,nc,nc
2021-09-23T00:35:37.850Z,19.4053333333333,-155.263166666667,-0.08,1.6,ml,13,100,,0.11,hv,hv72720672,2021-09-23T01:28:53.290Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.25,0.0733406457099921,4,reviewed,hv,hv
2021-09-23T00:33:34.319Z,-36.9001,-74.1526,7.51,4.5,mwr,,135,2.323,0.6,us,us7000fdnr,2021-09-24T00:27:10.304Z,"83 km WNW of Arauco, Chile",earthquake,6.6,4.5,0.038,66,reviewed,us,us
2021-09-23T00:32:58.840Z,35.5003333,-118.3906667,8.44,1.48,ml,29,65,0.1758,0.12,ci,ci39816863,2021-09-23T00:43:56.460Z,"13km SE of Bodfish, CA",earthquake,0.16,0.55,0.158,22,reviewed,ci,ci
2021-09-23T00:31:35.900Z,19.0886,-65.2146,45,3.5,md,16,293,0.784,0.46,pr,pr2021266005,2021-09-23T05:37:43.720Z,"87 km N of Culebra, Puerto Rico",earthquake,3.35,10.85,0.02,13,reviewed,pr,pr
2021-09-23T00:29:50.410Z,19.2225,-65.1496,28,3.72,ml,23,290,0.9245,0.31,pr,pr2021266000,2021-09-23T01:06:35.340Z,"100 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.9,21.02,0,0,reviewed,pr,pr
2021-09-23T00:27:31.230Z,47.336,-122.3535,16.85,1.14,ml,20,78,0.1115,0.11,uw,uw61783516,2021-09-23T04:06:09.970Z,"3 km WNW of Federal Way, Washington",earthquake,0.32,1.24,0.151121735307097,6,reviewed,uw,uw
2021-09-23T00:26:15.560Z,38.5655,-119.4206667,-1.92,1.57,md,10,115,0.06263,0.11,nc,nc73628206,2021-09-23T09:47:27.644Z,"25km SSW of Smith Valley, NV",earthquake,0.37,0.36,0.103,11,reviewed,nc,nc
2021-09-23T00:17:07.398Z,38.539,-119.4068,1.5,1.1,ml,11,103.52,0.042,0.1113,nn,nn00823087,2021-09-23T00:20:11.538Z,"6 km ENE of Walker, California",earthquake,,0.7,0.62,5,automatic,nn,nn
2021-09-23T00:14:09.469Z,38.1465,-118.9408,0.3,1,ml,8,220.05,0.529,0.1234,nn,nn00823086,2021-09-23T00:18:21.461Z,"21 km ENE of Mono City, California",earthquake,,84.4,0.45,3,automatic,nn,nn
2021-09-23T00:10:25.640Z,44.2628333,-115.0113333,7.82,2.34,ml,11,83,0.823,0.18,mb,mb80524379,2021-09-23T20:14:28.690Z,"7 km NW of Stanley, Idaho",earthquake,0.88,1.71,0.107,11,reviewed,mb,mb
2021-09-23T00:03:43.133Z,44.9766,100.5958,10,4.9,mb,,68,4.925,0.59,us,us7000fdnl,2021-09-23T00:37:49.520Z,"129 km WNW of Hovd, Mongolia",earthquake,8.9,1.9,0.057,96,reviewed,us,us
2021-09-22T23:58:36.130Z,38.5236667,-119.4106667,3.14,1.14,md,12,102,0.02899,0.06,nc,nc73628201,2021-09-23T09:44:56.488Z,"30km SSW of Smith Valley, NV",earthquake,0.29,0.48,0.057,7,reviewed,nc,nc
2021-09-22T23:52:11.430Z,39.4296667,-110.2971667,-2.59,2.28,ml,15,184,0.02234,0.16,uu,uu60459167,2021-09-23T14:14:26.270Z,"15 km SSE of Sunnyside, Utah",earthquake,0.79,1.85,0.178,9,reviewed,uu,uu
2021-09-22T23:32:17.518Z,60.0555,-152.753,102.8,1.2,ml,,,,0.66,ak,ak021c6nau0j,2021-09-22T23:37:11.035Z,"58 km WNW of Happy Valley, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-09-22T23:28:59.240Z,34.125,-117.4566667,9.31,1.28,ml,47,30,0.0294,0.16,ci,ci39816847,2021-09-22T23:57:09.650Z,"3km N of Fontana, CA",earthquake,0.22,0.35,0.192,23,reviewed,ci,ci
2021-09-22T23:14:03.910Z,35.6775,-117.506,4.89,1.16,ml,21,141,0.09756,0.1,ci,ci39816831,2021-09-22T23:49:25.925Z,"14km SW of Searles Valley, CA",earthquake,0.21,0.45,0.194,12,reviewed,ci,ci
2021-09-22T23:13:27.049Z,62.209,-150.1814,41.8,1.3,ml,,,,0.34,ak,ak021c6n6s68,2021-09-22T23:17:08.311Z,"12 km SSE of Trapper Creek, Alaska",earthquake,,1.1,,,automatic,ak,ak
2021-09-22T23:03:31.461Z,63.3866,-151.761,0.2,1.6,ml,,,,0.83,ak,ak021c6n4ncq,2021-09-22T23:10:57.550Z,"17 km S of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-09-22T22:46:05.420Z,35.6171667,-117.4636667,9.66,1.16,ml,18,112,0.03062,0.12,ci,ci39816815,2021-09-22T22:55:58.719Z,"18km SSW of Searles Valley, CA",earthquake,0.32,0.45,0.201,11,reviewed,ci,ci
2021-09-22T22:43:36.680Z,36.5241661,-120.774498,-0.71,2.26,md,10,125,,0.36,nc,nc73628186,2021-09-22T22:45:16.145Z,"15km NW of New Idria, CA",earthquake,1.14,13.13,0.1,8,automatic,nc,nc
2021-09-22T22:41:45.927Z,62.3078,-150.0086,10.4,1.2,ml,,,,0.45,ak,ak021c6mre2o,2021-09-22T22:48:43.586Z,"5 km ESE of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-09-22T22:36:09.590Z,19.1745,-64.9588,75,3.53,md,11,314,0.9255,0.26,pr,pr2021265010,2021-09-23T00:45:13.387Z,"92 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.74,7.65,0.04,5,reviewed,pr,pr
2021-09-22T22:27:57.460Z,38.0981674,-118.9483337,2.77,2.24,md,16,89,0.3815,0.1,nc,nc73628171,2021-09-23T02:39:55.504Z,"14km SSE of Bodie, CA",earthquake,0.43,11.4,0.2,12,automatic,nc,nc
2021-09-22T22:27:14.613Z,38.8198,-119.8781,12.6,1.5,ml,16,81.17,0.026,0.137,nn,nn00823092,2021-09-23T02:40:14.760Z,"7 km W of Mesa Vista, California",earthquake,,1,0.41,5,reviewed,nn,nn
2021-09-22T22:24:59.721Z,38.5521,-119.4506,0.1,1.5,ml,13,93.81,0.049,0.2515,nn,nn00823074,2021-09-22T22:28:37.832Z,"4 km NNE of Walker, California",earthquake,,0.3,0.1,5,automatic,nn,nn
2021-09-22T22:23:27.459Z,-59.911,-24.1187,10,4.9,mb,,70,14.544,0.95,us,us7000fdn5,2021-09-22T22:45:14.040Z,"South Sandwich Islands region",earthquake,8,1.7,0.083,45,reviewed,us,us
2021-09-22T22:19:18.716Z,56.4286,-149.1149,20.95,3.4,ml,,174,2.329,0.92,us,us7000fdn1,2021-09-22T23:26:46.040Z,"233 km SE of Chiniak, Alaska",earthquake,7.1,10,0.045,66,reviewed,us,us
